"SpMax_L" "J_Dz(e)" "C%" "SdssC" "HyWi_B(m)" "LOC" "SM6_L" "F03[C-O]" "Me" "Mi" "SpPosA_B(p)" "B01[C-Br]" "B03[C-Cl]" "SpMax_A" "Psi_i_1d" "SdO" "TI2_L" "SpMax_B(m)" "Psi_i_A" "SM6_B(m)" "Y"
"813" 5.106 2.5769 47.1 0 3.656 1 10.411 "0" 0.969 1.11 1.311 "0" "0" 2.384 0 0 2.266 3.798 1.854 8.644 "0"
"814" 4.928 1.7361 45 0 3.753 0 10.506 "0" 0.968 1.114 1.29 "0" "0" 2.348 0 0 3.091 3.685 1.722 8.6 "0"
"815" 5.075 2.4622 48.3 -0.203 3.768 0.922 10.518 "9" 1.01 1.108 1.263 "0" "0" 2.369 0 12.066 2.847 3.827 2.52 8.828 "0"
"816" 5.459 3.1356 41.7 0 3.784 1.029 10.764 "6" 1.029 1.113 1.28 "0" "0" 2.462 0 22.286 1.583 4.748 2.906 9.674 "0"
"817" 5.35 2.9948 40 0 3.843 1.024 10.837 "9" 1.041 1.117 1.254 "0" "0" 2.442 0 21.854 1.865 4.738 3.078 9.706 "0"
"818" 5.35 2.9783 40 0 3.843 1.024 10.837 "9" 1.041 1.117 1.251 "0" "0" 2.443 0 21.831 1.871 4.738 3.078 9.706 "0"
"819" 5.161 2.5397 46.4 -0.525 3.844 0.745 10.717 "13" 1.038 1.112 1.222 "0" "0" 2.404 0 12.008 2.924 3.881 3.037 8.952 "0"
"820" 5.164 2.9809 26.7 0 3.083 0.917 9.968 "4" 1.018 1.133 1.245 "0" "0" 2.256 -0.072 20.861 0.939 4.66 2.988 9.26 "0"
"821" 4.802 1.7802 39.4 0 3.892 0 10.46 "0" 0.986 1.113 1.339 "0" "0" 2.384 0 0 3.735 4.341 1.824 9.301 "0"
"822" 4.562 2.931 33.3 -0.603 3.052 0.875 9.54 "2" 1.062 1.153 1.166 "0" "0" 2.17 0.05 20.392 1.14 3.587 3.292 8.026 "0"
"823" 5.062 4.0287 26.3 0 4.146 1.975 10.792 "12" 1.021 1.162 1.137 "0" "0" 2.404 0 0 2.398 3.83 2.296 8.939 "0"
"824" 4.807 2.7734 26.3 1.008 3.352 0.881 9.833 "0" 0.994 1.131 1.334 "0" "0" 2.246 -0.023 0 1.06 4.094 2.019 8.76 "0"
"825" 5.092 2.0631 51.5 -0.32 3.945 0.548 10.725 "6" 1.002 1.103 1.304 "0" "0" 2.412 0 12.207 3.461 3.924 2.375 9.072 "0"
"826" 5.051 1.6237 41.9 -2.695 5.032 0.964 11.786 "14" 1.032 1.124 1.265 "0" "1" 2.399 0 50.918 9.592 4.016 2.595 10.274 "0"
"827" 3.618 3.4245 44.4 0 2.593 0 8.412 "0" 1.011 1.116 1.332 "0" "0" 2 -0.237 0 0.579 3.526 2.3 7.6 "0"
"828" 5.389 2.7726 41.7 0.144 3.772 1.506 10.698 "9" 1.029 1.113 1.278 "0" "0" 2.504 0 23.066 2.22 4.757 2.728 9.614 "0"
"829" 5.318 2.6699 36.4 0 3.7 0.985 10.545 "9" 1.02 1.107 1.317 "0" "0" 2.402 0.001 0 1.511 4.706 2.293 9.538 "0"
"830" 5.306 2.2373 36.2 -1.722 4.217 1.577 11.222 "9" 1.031 1.14 1.191 "0" "0" 2.527 0 23.86 3.172 3.942 2.846 9.248 "0"
"831" 4.843 2.7944 34.4 -0.929 3.729 2.297 10.299 "7" 1.029 1.139 1.153 "0" "0" 2.268 0 10.307 4.371 3.681 2.755 8.613 "0"
"832" 3.618 2.3247 27.3 0 3.679 1.522 7.853 "0" 1.008 1.131 1.338 "1" "1" 1.732 0.336 0 2.094 6.866 2.272 11.578 "0"
"833" 3 1.7389 25 0 3.426 0.918 6.594 "0" 0.985 1.136 1.383 "1" "0" 1.414 0.691 0 1.333 6.867 2.083 11.561 "0"
"834" 5.051 3.532 30 -0.794 4.214 3.546 10.717 "9" 0.991 1.146 1.141 "0" "0" 2.291 0 11.784 10.986 3.519 2.435 8.71 "0"
"835" 4.876 2.8477 30 -0.608 3.21 1.193 10.053 "4" 1.02 1.154 1.174 "0" "0" 2.336 0.014 21.357 1.586 3.631 2.9 8.126 "0"
"836" 4.953 3.4085 40 0 3.351 1.273 9.975 "4" 1.015 1.129 1.241 "0" "0" 2.288 -0.008 20.772 1.602 3.853 2.803 8.521 "0"
"837" 5.418 3.1768 54.5 0 4.608 0.72 11.151 "0" 1.121 1.069 1.413 "0" "1" 2.532 0 0 2.359 4.361 2.778 10.237 "0"
"838" 3.802 2.4475 30.4 0 2.661 1.95 8.394 "0" 0.96 1.144 1.195 "0" "0" 1.848 0.108 0 2.885 2.881 1.643 6.741 "0"
"839" 3 2.5664 28.6 0 2.022 0 7.286 "0" 1.014 1.149 0.946 "0" "0" 2 -0.541 0 0.444 3.119 2.167 6.827 "0"
"840" 4.414 3.0215 46.7 0 2.853 0.802 9.183 "0" 0.969 1.111 1.323 "0" "0" 2.101 -0.074 0 0.975 3.549 1.952 7.773 "0"
"841" 3.879 2.7312 28.6 0 2.922 2.281 8.743 "0" 0.966 1.151 1.179 "0" "0" 1.902 0.038 0 3.685 2.957 1.722 7.078 "0"
"842" 5.175 3.753 34.5 1.296 3.211 1.859 10.165 "2" 0.975 1.136 1.224 "0" "0" 2.175 0.013 0 3.341 3.401 2.265 7.963 "0"
"843" 3.919 3.1183 27.6 0 3.178 2.55 9.002 "1" 0.998 1.151 1.116 "0" "0" 1.932 0.014 0 4.489 3.056 2.318 7.456 "0"
"844" 3.618 2.4524 30.8 0 2.452 1.522 7.853 "1" 0.989 1.144 1.189 "0" "0" 1.732 0.363 9.405 2.094 3.058 2.8 6.889 "0"
"845" 5.125 3.6783 30 0.025 2.925 1.299 10.01 "2" 0.998 1.146 1.177 "0" "0" 2.149 -0.078 10.299 2.097 3.422 2.927 7.748 "0"
"846" 4.404 3.5332 30.4 -0.595 3.272 2.187 9.589 "6" 1.027 1.145 1.128 "0" "0" 2.053 0.015 21.015 3.667 3.402 2.985 8.054 "0"
"847" 4.56 4.4123 33.3 -0.945 3.979 3.022 10.432 "10" 0.987 1.139 1.183 "0" "0" 2.156 0 23.321 6.935 3.542 2.25 8.631 "0"
"848" 4.383 3.1398 31.6 -0.678 3.809 3.249 10.063 "4" 0.98 1.142 1.173 "0" "0" 2.054 0 10.339 7.892 3.329 2.214 8.27 "0"
"849" 3.975 2.9106 33.3 0 3.74 3.322 9.707 "0" 0.965 1.14 1.228 "0" "0" 1.978 0 0 8.122 3.24 1.8 8.146 "0"
"850" 4.732 2.9545 46.7 0 3.439 1.187 9.642 "0" 1.012 1.103 1.336 "0" "1" 2.194 -0.025 0 1.659 3.981 2.358 8.774 "0"
"851" 4.783 3.3094 41.2 0 3.118 1.187 9.668 "4" 1.011 1.122 1.216 "0" "0" 2.222 -0.026 0 1.358 3.674 2.537 8.062 "0"
"852" 4.499 2.9058 43.8 0 2.99 1.125 9.311 "2" 0.991 1.117 1.243 "0" "0" 2.136 0.044 0 1.481 3.556 2.396 7.845 "0"
"853" 4.896 3.4023 40.9 0 3.404 1.299 10.027 "6" 1.018 1.123 1.219 "0" "0" 2.301 0.004 10.378 1.541 3.744 2.583 8.369 "0"
"854" 4.77 3.0868 44.4 -0.875 3.239 1.185 9.882 "4" 1.011 1.116 1.248 "0" "0" 2.236 0.014 10.312 1.74 3.704 2.8 8.277 "0"
"855" 4.796 3.1573 44.4 -0.872 3.239 1.185 9.882 "4" 1.011 1.116 1.248 "0" "0" 2.243 0.014 10.353 1.686 3.71 2.8 8.277 "0"
"856" 4.882 2.872 37.5 -1.14 3.8 2.123 10.361 "10" 1.036 1.13 1.161 "0" "0" 2.305 0 22.748 3.779 3.755 2.981 8.711 "0"
"857" 4.607 3.1387 50 0 3.168 1.187 9.631 "2" 1.014 1.11 1.295 "0" "0" 2.194 -0.027 0 1.544 3.692 2.87 8.242 "0"
"858" 5.313 3.4001 36.8 0 3.493 1.16 10.388 "6" 1.031 1.116 1.257 "0" "0" 2.311 -0.008 20.999 1.833 4.735 3.114 9.506 "0"
"859" 4.641 3.0853 44.4 0 3.233 1.261 9.714 "4" 1.011 1.116 1.249 "0" "0" 2.214 0.014 10.165 1.783 3.664 2.583 8.192 "0"
"860" 4.928 2.4843 34.2 0.171 3.606 2.125 10.295 "6" 0.992 1.137 1.199 "0" "0" 2.36 0 22.913 3.3 3.538 2.375 8.342 "0"
"861" 3.618 3.4601 33.3 0 2.591 0 8.412 "0" 1.01 1.157 1.306 "0" "0" 2 -0.238 0 0.579 3.52 2.3 7.59 "0"
"862" 4.414 3.2788 41.7 0 2.899 0.802 9.183 "1" 1.016 1.128 1.239 "0" "0" 2.101 -0.083 0 0.975 3.589 2.667 7.854 "0"
"863" 3.732 2.4884 33.3 0 2.57 1.585 8.16 "0" 0.961 1.138 1.247 "0" "0" 1.802 -0.197 0 2.488 2.991 1.917 6.88 "0"
"864" 4 2.4305 27.3 0 3.494 0.811 8.318 "0" 0.979 1.137 1.386 "1" "0" 1.732 -0.48 0 1 6.874 2.021 11.569 "0"
"865" 3.618 2.2408 25 0 2.359 1.522 7.853 "0" 0.97 1.161 1.133 "0" "0" 1.732 0.323 0 2.094 2.811 2.1 6.385 "0"
"866" 3.966 2.856 31.4 0 3.553 3.146 9.522 "1" 0.968 1.143 1.187 "0" "0" 1.97 0 0 6.909 2.988 1.794 7.753 "0"
"867" 3.618 2.5915 23.1 0 2.435 1.522 7.853 "0" 1.015 1.16 1.065 "0" "0" 1.732 0.402 0 2.094 2.919 2.9 6.634 "0"
"868" 4.228 3.2893 29.4 -0.193 2.793 1.557 8.891 "2" 1.004 1.147 1.14 "0" "0" 1.932 0.142 9.98 2.535 3.346 2.738 7.465 "0"
"869" 4.236 3.0679 32.8 -0.156 3.929 3.554 10.042 "1" 0.97 1.141 1.209 "0" "0" 1.995 0 10.599 9.701 3.309 1.903 8.382 "0"
"870" 4.278 3.167 30 -1.74 3.192 1.922 9.464 "4" 1.036 1.146 1.114 "0" "0" 2 -0.027 19.793 3.677 3.359 3.533 7.994 "0"
"871" 4.346 3.6387 31.6 -0.41 3.074 1.975 9.16 "3" 1.021 1.142 1.153 "0" "0" 2 0.05 10.291 3.165 3.424 2.852 7.785 "0"
"872" 4.655 4.0026 31.8 -0.11 3.176 1.761 9.723 "6" 1.013 1.142 1.161 "0" "0" 2.107 -0.027 10.614 2.989 3.531 2.967 8.001 "0"
"873" 4.233 3.6203 37.5 -0.914 2.983 1.906 9.011 "2" 1.012 1.13 1.207 "0" "0" 1.95 -0.086 9.753 2.999 3.444 3.083 7.828 "0"
"874" 4.691 4.0085 33.3 -2.748 3.146 1.436 9.666 "6" 1.064 1.139 1.141 "0" "0" 2.117 0.053 19.662 2.428 3.564 3.944 8.128 "0"
"875" 4.495 3.6519 32 -0.558 3.25 2.187 9.562 "5" 1.007 1.141 1.172 "0" "0" 2.074 0.014 21.071 3.568 3.461 2.803 8.013 "0"
"876" 4.414 3.0837 42.9 0 2.868 0.802 9.183 "0" 0.982 1.125 1.282 "0" "0" 2.101 -0.077 0 0.975 3.557 2.238 7.79 "0"
"877" 4.675 2.6951 44 0.083 3.474 1.911 10.014 "7" 0.998 1.116 1.264 "0" "0" 2.189 -0.002 10.994 3.45 3.6 2.462 8.445 "0"
"878" 4.517 2.6642 42.1 0 3.086 1.409 9.391 "1" 0.987 1.12 1.256 "0" "0" 2.149 -0.024 0 2.036 3.553 2.296 7.898 "0"
"879" 4.732 2.3414 47.1 0 3.124 0 9.688 "2" 0.992 1.11 1.243 "0" "0" 2.348 0.013 0 1.659 3.639 2 8.158 "0"
"880" 4.788 2.7203 40.9 -1.424 3.499 1.911 10.014 "3" 1.028 1.127 1.201 "0" "0" 2.23 -0.002 21.295 3.219 3.664 3 8.485 "0"
"881" 4.953 3.2896 40 -0.907 3.324 1.273 9.975 "4" 1.015 1.129 1.214 "0" "0" 2.288 -0.008 10.541 1.602 3.736 2.773 8.324 "0"
"882" 5.313 2.5728 34.5 1.477 3.215 1.16 10.388 "2" 0.975 1.136 1.211 "0" "0" 2.311 -0.007 0 1.833 3.478 2.068 7.975 "0"
"883" 4.774 2.8791 45 0.209 3.211 1.461 9.724 "3" 0.987 1.114 1.264 "0" "0" 2.214 0.014 11.013 1.964 3.652 2.383 8.162 "0"
"884" 5.096 3.1703 40 -1.5 3.433 1.124 10.278 "10" 1.042 1.125 1.223 "0" "0" 2.358 0.004 32.786 1.482 3.742 3.208 8.487 "0"
"885" 4.876 3.9788 22.7 0 3.16 1.761 9.801 "6" 1.043 1.161 1.008 "0" "0" 2.189 -0.027 0 2.313 3.341 3.7 7.66 "0"
"886" 5.035 2.2675 50 -0.271 3.703 0.625 10.385 "6" 0.998 1.104 1.277 "0" "0" 2.328 0 11.895 3.098 3.73 2.458 8.718 "0"
"887" 4.214 3.0457 23.1 -0.836 2.68 1.459 8.755 "2" 1.031 1.166 1.08 "0" "0" 1.902 -0.255 9.519 2.052 3.328 3.611 7.365 "0"
"888" 3.879 2.6225 30.8 0 3.142 2.281 8.743 "0" 0.972 1.142 1.223 "0" "1" 1.902 0.037 0 3.685 3.542 1.846 7.944 "0"
"889" 3.732 2.7566 25 0 2.597 1.585 8.16 "0" 1.005 1.156 1.077 "0" "0" 1.802 -0.237 0 2.488 2.961 2.667 6.802 "0"
"890" 4.236 3.0785 33.3 -0.664 3.764 3.284 9.867 "2" 0.975 1.138 1.199 "0" "0" 1.993 0 10.324 8.066 3.329 2.083 8.257 "0"
"891" 4.347 3.0077 31.7 -0.071 3.477 2.79 9.619 "3" 0.979 1.142 1.178 "0" "0" 2.017 0.001 10.797 5.864 3.357 2.078 7.954 "0"
"892" 4.343 3.3851 28.6 -2.153 3.013 1.5 9.309 "4" 1.069 1.149 1.075 "0" "0" 2 -0.092 19.281 2.682 3.408 4.042 7.893 "0"
"893" 4.343 3.6524 31.3 -0.501 2.977 1.906 9.058 "3" 1.032 1.143 1.126 "0" "0" 1.989 -0.089 10.119 2.682 3.423 3.271 7.697 "0"
"894" 5.421 4.9033 28.6 -5.019 3.504 1.669 10.487 "10" 1.087 1.149 1.084 "0" "0" 2.327 0.005 30.485 2.211 3.629 4.173 8.471 "0"
"895" 4.947 4.4275 25 -3.537 3.249 1.371 9.956 "6" 1.101 1.156 1.036 "0" "0" 2.214 -0.03 19.544 2.232 3.565 4.4 8.152 "0"
"896" 4.17 2.6683 26.7 0 2.4 0.971 8.597 "1" 0.983 1.152 1.103 "0" "0" 1.848 0.343 0 1.542 3.022 2.567 6.702 "0"
"897" 4.842 3.1241 44.4 -2.126 3.451 1.258 10.136 "8" 1.053 1.116 1.194 "0" "0" 2.278 0.005 20.669 2.113 3.753 3.389 8.529 "0"
"898" 4.517 2.7667 50 0 3.137 1.409 9.391 "0" 0.985 1.109 1.339 "0" "0" 2.149 -0.025 0 2.036 3.578 2.407 8.128 "0"
"899" 4.77 2.4954 38.5 2.904 3.133 1.185 9.882 "0" 0.964 1.128 1.272 "0" "0" 2.236 0.012 0 1.74 3.454 1.817 7.92 "0"
"900" 4.739 2.5436 35.7 0.266 3.336 1.695 9.972 "7" 0.99 1.134 1.205 "0" "0" 2.212 0.004 11.089 2.815 3.547 2.306 8.108 "0"
"901" 3.618 2.445 21.4 0 2.41 1.522 7.853 "0" 0.997 1.169 1.079 "0" "0" 1.732 0.375 0 2.094 2.872 2.7 6.534 "0"
"902" 4.303 3.1827 25 0 2.996 1.837 9.389 "0" 0.998 1.159 1.112 "0" "0" 2 0.044 0 3.193 3.139 2.685 7.43 "0"
"903" 3.919 3.2139 25.9 0 3.201 2.55 9.002 "0" 1.014 1.154 1.091 "0" "0" 1.932 0.015 0 4.489 3.069 2.5 7.529 "0"
"904" 4.17 3.2439 25 -0.98 2.842 0.971 8.597 "0" 1.093 1.149 1.11 "0" "0" 1.848 0.442 9.236 1.542 3.644 4.056 8.039 "0"
"905" 5.072 2.524 36.4 -0.888 4.154 3.02 10.632 "12" 0.986 1.132 1.212 "0" "0" 2.351 0 24.704 6.968 3.794 2.167 8.904 "0"
"906" 5.089 1.8308 40 -0.809 4.049 0.49 10.803 "14" 0.996 1.125 1.213 "0" "0" 2.373 0 25.001 4.39 3.8 2.222 8.91 "0"
"907" 4.91 2.8789 52.6 0 3.357 0.629 10.06 "2" 0.993 1.098 1.319 "0" "0" 2.333 0.004 0 1.207 3.86 2.273 8.487 "0"
"908" 4 3.1669 45.5 0 2.737 0 8.623 "0" 0.988 1.121 1.287 "0" "0" 2 0.137 0 0.667 3.482 2.167 7.627 "0"
"909" 4.977 2.0833 31 -0.343 3.988 3.337 10.606 "9" 1 1.143 1.142 "0" "0" 2.361 0 11.629 7.693 3.497 2.458 8.579 "0"
"910" 6.496 4.6405 33.3 0 4.224 0.88 12.028 "0" 1.303 1.365 0.898 "0" "0" 2.798 0 0 1.166 4.055 5.75 9.257 "0"
"911" 5.998 1.8789 44.4 0.642 4.308 0.749 11.637 "3" 1.054 1.103 1.332 "0" "1" 2.859 0 0 1.117 4.405 2.355 9.843 "0"
"912" 5.437 2.538 50 0 4.239 0.954 10.89 "0" 1.029 1.094 1.375 "0" "1" 2.424 0 0 2.444 4.252 2.411 9.708 "0"
"913" 5.462 2.4473 40.8 0 4.083 1.008 11.343 "3" 0.987 1.128 1.289 "0" "0" 2.506 0 0 2.666 4.02 2.104 9.254 "0"
"914" 5.462 2.4518 40.8 0 4.195 1.003 11.392 "3" 0.993 1.127 1.298 "0" "1" 2.51 0 0 2.826 4.068 2.171 9.454 "0"
"915" 5.994 2.4353 45.5 0.425 4.296 0.768 11.48 "0" 1.071 1.095 1.384 "0" "1" 2.799 0 0 0.955 4.407 2.58 9.865 "0"
"916" 5.236 2.9421 33.3 0 4.006 0.799 10.434 "0" 1.069 1.12 1.347 "0" "1" 2.414 0.004 0 0.873 4.085 2.722 9.504 "0"
"917" 5.262 5.0351 14.3 0 3.47 0.863 10.026 "0" 1.23 1.166 1.252 "0" "0" 2.175 0.166 18.861 1.435 4.309 4.226 9.115 "0"
"918" 4.263 3.3475 25.8 0 3.166 2.187 9.533 "0" 0.983 1.159 1.163 "0" "0" 2 0.013 0 4.143 3.15 1.955 7.645 "0"
"919" 4.303 3.4665 21.4 -0.157 2.66 1.459 8.815 "2" 1.013 1.175 1.081 "0" "0" 1.932 -0.251 9.958 1.745 3.346 2.944 7.353 "0"
"920" 5.323 4.4887 30 -0.75 4.234 1.299 10.107 "1" 1.087 1.13 1.359 "1" "0" 2.222 -0.087 10.158 1.569 7.078 3.49 12.275 "0"
"921" 4.895 3.5219 37.5 0 3.52 1.16 10.099 "4" 1.059 1.137 1.252 "0" "1" 2.292 -0.008 20.341 1.696 3.977 3.192 8.892 "0"
"922" 4.922 3.5578 35 0 3.45 1.258 10.152 "6" 1.042 1.144 1.195 "0" "0" 2.309 0.005 20.579 1.768 3.865 3.042 8.639 "0"
"923" 4.86 3.3466 40 0 3.453 1.273 9.967 "4" 1.02 1.122 1.25 "0" "1" 2.282 -0.008 0 1.634 3.932 2.374 8.641 "0"
"924" 4.845 3.1806 40 0 3.336 1.185 9.902 "2" 0.991 1.11 1.306 "0" "0" 2.267 0.013 0 1.393 3.911 2.283 8.592 "0"
"925" 4.922 3.5441 41.2 0 3.486 1.258 10.152 "4" 1.05 1.137 1.254 "0" "0" 2.309 0.005 20.471 1.768 3.88 3.292 8.746 "0"
"926" 4.732 3.3893 50 0 3.072 0.875 9.579 "0" 1.056 1.16 1.196 "0" "0" 2.194 0.049 0 0.854 3.698 3.417 8.071 "0"
"927" 4.919 1.1387 41 0 4.322 0 11.129 "0" 0.998 1.125 1.204 "0" "0" 2.399 0 0 5.538 3.731 1.919 9.366 "0"
"928" 5.299 1.7433 33.3 -1.781 3.969 0.61 10.903 "12" 1.044 1.146 1.126 "0" "0" 2.505 0 37.083 1.91 3.801 2.643 9.054 "0"
"929" 5.22 2.6213 50 -0.406 3.753 0.875 10.66 "9" 1.035 1.104 1.281 "0" "0" 2.492 0 11.173 1.341 4.015 2.469 8.955 "0"
"930" 5.016 2.3633 40.9 0.508 3.413 0.799 10.366 "8" 1.018 1.123 1.215 "0" "0" 2.441 -0.002 22.148 1.197 3.707 2.681 8.396 "0"
"931" 6.294 7.4499 30.6 0 4.487 1.805 12.164 "1" 1.255 1.333 0.906 "0" "0" 2.676 0 0 4.437 3.97 5.628 9.463 "0"
"932" 5.218 4.3575 29.1 0 3.851 2.646 10.565 "7" 0.979 1.142 1.2 "0" "0" 2.264 0 12.174 4.797 4.412 2.149 9.174 "0"
"933" 4.377 2.8894 28.6 0 4.312 2.246 9.253 "2" 0.968 1.129 1.45 "0" "0" 2.029 -0.02 11.241 3.316 10.355 2.055 14.025 "0"
"934" 4.732 3.1657 42.9 0 3.075 0.881 9.803 "0" 0.967 1.119 1.331 "0" "0" 2.236 -0.023 0 0.95 3.69 1.889 8.082 "0"
"935" 4.517 2.6567 44.4 0 3.265 1.409 9.391 "0" 0.986 1.112 1.311 "0" "1" 2.149 -0.024 0 2.036 3.622 2.086 8.37 "0"
"936" 4.732 3.2158 46.7 0 3.192 0.875 9.579 "0" 0.991 1.107 1.349 "0" "1" 2.194 0.043 0 0.854 3.899 2.181 8.457 "0"
"937" 4.562 3.1061 46.7 0 3.192 0.875 9.54 "0" 0.991 1.107 1.346 "0" "1" 2.17 0.043 0 1.14 3.869 2.181 8.454 "0"
"938" 4.77 3.0499 47.4 1.066 3.375 1.185 9.882 "0" 0.986 1.106 1.348 "0" "1" 2.236 0.013 0 1.74 3.881 2.211 8.62 "0"
"939" 4.818 2.9372 38.5 0 3.249 1.523 9.801 "0" 0.973 1.131 1.251 "0" "0" 2.236 -0.007 0 2.002 3.603 1.879 8.063 "0"
"940" 4.807 3.3506 42.9 0 3.453 0.881 9.833 "0" 1.029 1.117 1.332 "0" "1" 2.246 -0.025 0 1.06 4.049 2.58 8.863 "0"
"941" 4.97 3.5327 42.9 0 3.653 0.861 10.06 "0" 1.052 1.113 1.348 "0" "1" 2.307 0.014 0 0.962 4.103 2.7 9.148 "0"
"942" 5 2.595 48 0 3.647 0.781 10.242 "2" 1.003 1.115 1.29 "0" "0" 2.327 0 10.782 2.451 3.728 2.356 8.668 "0"
"943" 4.993 2.2683 35.8 0 3.995 2.885 10.458 "3" 0.968 1.133 1.235 "0" "0" 2.325 0 0 6.393 3.725 1.8 8.621 "0"
"944" 5.006 3.7881 35.3 0 3.591 1.23 10.309 "10" 1.101 1.145 1.185 "0" "0" 2.338 -0.003 40.816 1.873 3.941 3.769 8.927 "0"
"945" 4.807 3.3157 43.8 0 3.297 0.881 9.833 "3" 1.012 1.113 1.295 "0" "1" 2.246 -0.025 0 1.06 3.903 2.568 8.562 "0"
"946" 4.935 3.5332 46.2 0 3.66 0.861 10.06 "2" 1.073 1.099 1.333 "0" "1" 2.303 0.015 0 1.047 4.119 2.9 9.154 "0"
"947" 4.935 3.5136 46.2 0 4.069 0.861 10.06 "2" 1.066 1.091 1.379 "1" "1" 2.303 0.014 0 1.047 6.88 2.764 11.635 "0"
"948" 4.96 2.2721 41.7 0 4.413 0.945 10.234 "4" 1.017 1.108 1.308 "1" "0" 2.327 -0.001 0 2.814 7.065 2.107 12.279 "0"
"949" 4.804 1.7705 50 -0.224 4.203 0.465 10.828 "12" 1.02 1.108 1.269 "0" "0" 2.283 0 23.61 6.12 3.741 2.5 9.265 "0"
"950" 5.427 2.3997 42.9 0 3.875 0.68 11.012 "10" 0.985 1.119 1.261 "0" "0" 2.381 0 0 4.151 3.702 2.042 8.847 "0"
"951" 4.499 2.3714 40 0 2.924 1.125 9.311 "0" 0.965 1.125 1.266 "0" "0" 2.136 0.039 0 1.481 3.304 1.854 7.542 "0"
"952" 4.958 2.4699 32.3 0 3.186 1.16 10.099 "3" 0.973 1.141 1.202 "0" "0" 2.303 -0.006 0 1.602 3.371 1.985 7.729 "0"
"953" 5.338 2.2854 42.9 0 4.322 0.662 11.258 "15" 0.994 1.114 1.311 "0" "0" 2.407 0 13.723 2.977 4.443 2.183 9.741 "0"
"954" 5.077 2.4109 47.1 0 3.66 0.703 10.481 "0" 0.969 1.11 1.324 "0" "0" 2.366 0 0 2.693 3.76 1.875 8.68 "0"
"955" 5.51 2.4441 46.9 0 3.674 0.703 10.717 "2" 0.981 1.11 1.291 "0" "0" 2.412 0 0 2.589 3.767 2.141 8.7 "0"
"956" 5.003 2.9595 55.6 0 3.496 0.629 10.084 "0" 0.992 1.089 1.369 "0" "1" 2.351 0.004 0 1.075 4.009 2.101 8.805 "0"
"957" 5.026 2.9255 50 0 3.425 0.896 10.138 "3" 0.988 1.104 1.315 "0" "0" 2.365 -0.002 0 1.339 3.88 2.042 8.525 "0"
"958" 5.382 2.2507 50 -0.114 3.928 0.932 11.101 "8" 0.992 1.104 1.303 "0" "0" 2.522 0 25.043 2.006 3.962 2.346 9.069 "0"
"959" 5.318 2.3664 58.3 -0.26 3.898 0.682 10.772 "8" 1.021 1.084 1.325 "0" "1" 2.508 0 24.364 1.393 4.006 2.575 9.176 "0"
"960" 4.91 2.843 52.6 0 3.468 0.629 10.06 "0" 0.98 1.083 1.409 "0" "0" 2.333 0.004 0 1.207 3.921 2.02 8.704 "0"
"961" 5.014 2.6947 54.5 0 3.548 0 10.384 "0" 0.983 1.098 1.364 "0" "0" 2.469 -0.001 0 1.305 4.048 1.936 8.807 "0"
"962" 5.006 2.3877 46.9 0 3.828 1.202 10.306 "4" 0.991 1.109 1.295 "0" "0" 2.334 0 0 2.163 3.696 2.075 8.888 "0"
"963" 4.953 2.6126 50 0 4.037 0.732 10.578 "6" 1.043 1.097 1.322 "0" "1" 2.346 0 0 3.061 4.022 2.578 9.422 "0"
"964" 4.523 3.7332 28.6 0 3.362 1.837 9.454 "0" 1.008 1.143 1.208 "0" "1" 2.074 0.043 0 2.57 3.618 2.377 8.51 "0"
"965" 4.77 3.3541 37.5 0 3.288 1.185 9.882 "4" 1.039 1.14 1.224 "0" "0" 2.236 0.015 20.154 1.74 3.832 3.133 8.506 "0"
"966" 4.971 3.0393 38.7 0.124 3.509 1.733 10.236 "4" 0.984 1.13 1.251 "0" "0" 2.305 0.001 11.885 2.585 3.725 2.214 8.44 "0"
"967" 5.379 2.2903 60.7 0.134 3.865 0.463 10.86 "4" 0.991 1.082 1.355 "0" "0" 2.551 0 12.494 1.154 4.038 2.148 9.074 "0"
"968" 4.382 2.2073 32.4 0.254 3.426 0.544 9.692 "2" 0.977 1.143 1.195 "0" "0" 2.066 0.001 11.274 1.489 3.34 1.976 7.923 "0"
"969" 4.802 3.0585 50 0 3.325 0 9.805 "0" 0.996 1.089 1.408 "0" "0" 2.323 0.013 0 0.95 4.226 2.019 8.879 "0"
"970" 4.17 2.7612 27.3 0 3.002 0.971 8.597 "0" 1.017 1.141 1.28 "0" "1" 1.848 0.354 0 1.542 3.755 2.611 8.35 "0"
"971" 6.272 7.1546 30.3 0 4.347 1.77 12.012 "1" 1.235 1.32 0.911 "0" "0" 2.66 0 0 3.939 3.957 5.536 9.319 "0"
"972" 5.541 3.7298 31 0 4.127 1.698 10.987 "6" 1.051 1.137 1.28 "0" "0" 2.424 0 24.111 2.051 4.747 2.994 9.951 "0"
"973" 5.119 2.6427 60 0 3.457 0 10.355 "0" 0.977 1.083 1.391 "0" "0" 2.471 0.001 0 0.751 3.976 1.889 8.661 "0"
"974" 5.665 2.2521 54.3 0 4 0.432 10.89 "0" 0.983 1.093 1.345 "0" "1" 2.49 0 0 1.839 4 2.018 9.166 "0"
"975" 4.481 3.6846 24 0 3.109 1.895 9.292 "0" 1.011 1.161 1.083 "0" "0" 2.074 -0.026 0 2.02 3.171 2.9 7.444 "0"
